design_index,preset,is_control,design_seed,spine_scale,design_notes,params
75,proetida,0,7,0.1524,"pygMarginalLen: 0.07618526112395324 clamped to [0.1, 1.5]","{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.12, ""boreDia"": 1.95, ""cephFrac"": 0.2691503372877176, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.030474104449581298, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 3.0, ""glabFront"": 2.5, ""glabInflate"": 1.15, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 158.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.6361276901905875, ""pleuralSlope"": 0.74, ""pygFrac"": 0.29333243973084355, ""pygMarginal"": 0, ""pygMarginalLen"": 0.1, ""pygRings"": 6, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.95, ""relief"": 17.395777182685325, ""ringArch"": 0.22, ""segCount"": 7, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.7733974263456331}"
76,proetida,0,7,0.2755,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.12, ""boreDia"": 1.95, ""cephFrac"": 0.3327309822095026, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0551083583451315, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 3.0, ""glabFront"": 2.5, ""glabInflate"": 1.15, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 158.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.20881925084132327, ""pleuralSlope"": 0.74, ""pygFrac"": 0.2528448071293764, ""pygMarginal"": 0, ""pygMarginalLen"": 0.13777089586282876, ""pygRings"": 6, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.95, ""relief"": 12.077842371966232, ""ringArch"": 0.22, ""segCount"": 7, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6078858144389744}"
77,proetida,0,7,1.0225,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.12, ""boreDia"": 1.95, ""cephFrac"": 0.31940301597837256, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.20449313705593905, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 3.0, ""glabFront"": 2.5, ""glabInflate"": 1.15, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 158.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.5387030845085571, ""pleuralSlope"": 0.74, ""pygFrac"": 0.2976852956717184, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5112328426398476, ""pygRings"": 6, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.95, ""relief"": 21.31649946868234, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.5001280061759975}"
78,proetida,1,7,,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.12, ""boreDia"": 1.95, ""cephFrac"": 0.3, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.0, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.2, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 3.0, ""glabFront"": 2.5, ""glabInflate"": 1.15, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 158.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.24, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5, ""pygRings"": 6, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.95, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.62}"
79,proetida,1,7,,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.12, ""boreDia"": 1.95, ""cephFrac"": 0.3, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.45, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.2, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 3.0, ""glabFront"": 2.5, ""glabInflate"": 1.15, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 158.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.24, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5, ""pygRings"": 6, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.95, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.62}"
80,ptychopariida,0,7,1.3605,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.2878178886240723, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.4081408965065932, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.05, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 167.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.6912853010342529, ""pleuralSlope"": 0.74, ""pygFrac"": 0.1644904038466286, ""pygMarginal"": 0, ""pygMarginalLen"": 0.6802348275109886, ""pygRings"": 4, ""pygSpine"": 0.476164379257692, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 18.383734870579506, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.5483471107925135}"
81,ptychopariida,0,7,0.0759,"pygMarginalLen: 0.037926415633730295 clamped to [0.1, 1.5]","{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.2493756688955793, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.022755849380238176, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.05, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 167.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.36486080423532735, ""pleuralSlope"": 0.74, ""pygFrac"": 0.15252119343700854, ""pygMarginal"": 0, ""pygMarginalLen"": 0.1, ""pygRings"": 4, ""pygSpine"": 0.026548490943611204, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 20.71894887532446, ""ringArch"": 0.22, ""segCount"": 11, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.7970720635754378}"
82,ptychopariida,0,7,1.2666,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3364198678374716, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.3799673089013192, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.05, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 167.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.7687044690676097, ""pleuralSlope"": 0.74, ""pygFrac"": 0.12393009342233802, ""pygMarginal"": 0, ""pygMarginalLen"": 0.6332788481688654, ""pygRings"": 4, ""pygSpine"": 0.44329519371820575, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 23.61203769581467, ""ringArch"": 0.22, ""segCount"": 10, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.48314350542106244}"
83,ptychopariida,0,7,0.6388,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3547426796568711, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.19162582222749372, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.05, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 167.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.3118201885333125, ""pleuralSlope"": 0.74, ""pygFrac"": 0.10767669948649881, ""pygMarginal"": 0, ""pygMarginalLen"": 0.3193763703791562, ""pygRings"": 4, ""pygSpine"": 0.22356345926540935, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 15.921684253408339, ""ringArch"": 0.22, ""segCount"": 12, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.4329926860266023}"
84,ptychopariida,0,7,0.9163,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.21924752573484604, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.27490073242215673, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.05, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 167.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.5874451649348744, ""pleuralSlope"": 0.74, ""pygFrac"": 0.1407368190373281, ""pygMarginal"": 0, ""pygMarginalLen"": 0.45816788737026126, ""pygRings"": 4, ""pygSpine"": 0.32071752115918284, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 13.30618798441042, ""ringArch"": 0.22, ""segCount"": 14, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.7278063009765152}"
